6670631,0,0,0,-349,-233,42,848,-161,-1440,848,-161,-1440,86,122,1378,63,108,1287,1788,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,111,477,-18,-101,36,0,278,19,148,0,0,0,0,0,0,278,19,148
6670731,0,0,0,-351,-232,42,849,-165,-1440,849,-165,-1440,86,122,1378,63,107,1288,1788,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,115,474,12,-80,54,0,272,16,146,0,0,0,0,0,0,272,16,146
6670831,0,0,0,-354,-233,43,850,-169,-1439,850,-169,-1439,86,122,1378,64,106,1288,1788,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,117,472,37,-49,51,0,266,11,146,0,0,0,0,0,0,266,11,146
6670931,0,0,0,-354,-233,43,850,-169,-1439,850,-169,-1439,86,122,1378,64,106,1288,1788,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,117,472,37,-49,51,0,268,7,149,0,0,0,0,0,0,268,7,149
6671031,0,0,0,-356,-237,45,853,-177,-1438,853,-177,-1438,86,122,1378,64,106,1288,1789,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,120,471,2,-31,6,0,273,8,151,0,0,0,0,0,0,273,8,151
6671131,0,0,0,-357,-238,46,854,-181,-1438,854,-181,-1438,86,122,1378,64,106,1288,1789,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,122,472,-26,-35,-2,0,279,9,152,0,0,0,0,0,0,279,9,152
6671231,0,0,0,-358,-239,47,855,-185,-1437,855,-185,-1437,86,122,1378,64,105,1288,1789,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,123,473,-25,-30,-1,0,279,9,152,0,0,0,0,0,0,279,9,152
6671331,0,0,0,-358,-239,47,855,-185,-1437,855,-185,-1437,86,122,1378,64,105,1288,1789,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,123,473,-25,-30,-1,0,276,4,151,0,0,0,0,0,0,276,4,151
6671445,0,0,0,-359,-245,48,863,-194,-1437,863,-194,-1437,86,122,1378,64,105,1288,1789,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,123,472,13,-1,0,0,271,3,153,0,0,0,0,0,0,271,3,153
6671531,0,0,0,-359,-248,50,867,-199,-1436,867,-199,-1436,86,122,1378,64,105,1288,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,124,473,12,-16,-16,0,271,6,155,0,0,0,0,0,0,271,6,155
6671631,0,0,0,-358,-251,51,869,-203,-1436,869,-203,-1436,86,122,1378,64,105,1287,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,126,476,-9,-32,-47,0,276,10,158,0,0,0,0,0,0,276,10,158
6671731,0,0,0,-358,-251,51,869,-203,-1436,869,-203,-1436,86,122,1378,64,105,1287,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,126,476,-9,-32,-47,0,278,12,161,0,0,0,0,0,0,278,12,161
6671831,0,0,0,-359,-253,52,872,-211,-1435,872,-211,-1435,86,122,1378,64,104,1286,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,129,484,-24,-22,-74,0,279,9,162,0,0,0,0,0,0,279,9,162
6671931,0,0,0,-359,-254,52,874,-216,-1434,874,-216,-1434,86,122,1378,64,104,1285,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,130,488,4,-25,-74,0,274,10,163,0,0,0,0,0,0,274,10,163
6672031,0,0,0,-359,-255,52,875,-220,-1434,875,-220,-1434,86,122,1378,64,104,1284,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,131,493,16,-19,-92,0,271,9,166,0,0,0,0,0,0,271,9,166
6672131,0,0,0,-359,-255,52,875,-220,-1434,875,-220,-1434,86,122,1378,64,104,1284,1790,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,131,493,16,-19,-92,0,271,11,170,0,0,0,0,0,0,271,11,170
6672231,0,0,0,-360,-261,53,878,-228,-1433,878,-228,-1433,86,122,1378,64,104,1281,1791,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,133,508,-20,-19,-144,0,278,10,173,0,0,0,0,0,0,278,10,173
6672331,0,0,0,-361,-264,53,880,-232,-1432,880,-232,-1432,86,122,1378,63,104,1280,1791,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,133,514,-54,-14,-121,0,286,9,172,0,0,0,0,0,0,286,9,172
6672443,0,0,0,-359,-267,53,885,-234,-1432,885,-234,-1432,86,122,1378,62,104,1279,1791,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,132,519,-66,7,-106,0,289,5,171,0,0,0,0,0,0,289,5,171
