6091666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6091399,-396,-254,-9936,-9,0,16,0,0,0,0
6101674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101407,-390,-256,-9932,-11,-1,17,0,0,0,0
6111666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111399,-393,-255,-9923,-11,-2,17,0,0,0,0
6121677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6121411,-397,-257,-9931,-9,0,16,0,0,0,0
6131666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6131399,-401,-252,-9935,-9,1,17,0,0,0,0
6141674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141407,-399,-253,-9930,-12,-1,16,0,0,0,0
6151666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6151399,-402,-251,-9924,-12,-1,17,0,0,0,0
6161677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161411,-402,-246,-9924,-11,0,17,0,0,0,0
6171666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6171399,-402,-247,-9930,-12,0,17,0,0,0,0
6181674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6181407,-402,-251,-9931,-12,-1,17,0,0,0,0
6191666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191399,-401,-252,-9931,-11,0,17,0,0,0,0
6201678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6201411,-398,-259,-9930,-11,0,16,0,0,0,0
6211666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6211399,-399,-260,-9935,-12,0,17,0,0,0,0
6221674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6221407,-396,-259,-9935,-12,0,17,0,0,0,0
6231666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231399,-395,-257,-9934,-11,0,16,0,0,0,0
6241678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241411,-391,-258,-9932,-12,0,17,0,0,0,0
6251666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6251399,-395,-250,-9932,-12,0,17,0,0,0,0
6261674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6261407,-401,-252,-9933,-11,0,16,0,0,0,0
6271666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6271399,-399,-259,-9933,-11,0,16,0,0,0,0
6281678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6281411,-394,-252,-9931,-11,0,16,0,0,0,0
6291666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6291399,-395,-253,-9928,-11,0,17,0,0,0,0
6301674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6301407,-397,-251,-9922,-11,0,16,0,0,0,0
6311666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6311399,-398,-241,-9926,-10,0,16,0,0,0,0
6321678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6321411,-398,-240,-9923,-11,0,16,0,0,0,0
6331666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6331399,-400,-246,-9929,-12,-1,16,0,0,0,0
6341674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6341407,-401,-252,-9928,-12,0,17,0,0,0,0
6351666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6351399,-397,-251,-9928,-12,-1,17,0,0,0,0
6361677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361411,-395,-249,-9931,-12,-1,17,0,0,0,0
6371666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6371399,-398,-249,-9934,-12,-1,16,0,0,0,0
6381674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6381407,-398,-247,-9930,-12,0,16,0,0,0,0
6391666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6391399,-394,-251,-9933,-11,0,16,0,0,0,0
6401677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6401411,-391,-255,-9930,-11,0,17,0,0,0,0
6411666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6411399,-394,-257,-9930,-11,0,17,0,0,0,0
6421674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6421407,-393,-256,-9930,-11,0,17,0,0,0,0
6431666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6431399,-394,-252,-9929,-12,0,16,0,0,0,0
6441677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441411,-397,-250,-9934,-12,0,17,0,0,0,0
6451666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6451399,-398,-256,-9937,-11,0,17,0,0,0,0
6461674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461407,-394,-258,-9929,-12,-2,17,0,0,0,0
6471666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471399,-394,-252,-9931,-12,0,17,0,0,0,0
6481678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6481411,-395,-256,-9934,-10,0,17,0,0,0,0
6491666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6491399,-397,-252,-9927,-13,-1,17,0,0,0,0
6501674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501407,-400,-251,-9927,-11,0,16,0,0,0,0
6511666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6511399,-395,-253,-9931,-10,0,17,0,0,0,0
