70544437,0,0,0,-12,-22,-34,0,0,0,0,0,0,0,0,0,40,34,1520,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70554410,0,0,0,-14,-25,-37,0,0,0,0,0,-1,0,0,0,40,34,1519,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70564408,0,0,0,-16,-28,-39,0,0,0,0,0,-1,0,0,0,40,34,1520,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70574382,0,0,0,-16,-28,-39,0,0,0,0,0,-1,0,0,0,40,34,1520,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70584472,0,0,0,-19,-35,-44,0,0,0,1,-1,-2,0,0,0,40,34,1520,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70594395,0,0,0,-21,-39,-45,0,0,0,2,-1,-3,0,0,0,40,34,1520,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70604418,0,0,0,-22,-42,-47,0,0,0,2,-2,-4,0,0,0,40,34,1519,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70614434,0,0,0,-22,-42,-47,0,0,0,2,-2,-4,0,0,0,40,34,1519,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70624404,0,0,0,-19,-46,-55,0,0,0,3,3,-8,0,0,0,40,34,1519,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70634443,0,0,0,-12,-46,-62,0,0,0,4,11,-13,0,0,0,40,34,1518,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70644404,0,0,0,-5,-46,-69,0,0,0,4,18,-17,0,0,0,40,34,1518,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70654347,0,0,0,-5,-46,-69,0,0,0,4,18,-17,0,0,0,40,34,1518,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70664416,0,0,0,7,-45,-80,0,0,0,5,31,-26,0,0,0,40,34,1518,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70674422,0,0,0,12,-45,-84,0,0,0,5,36,-29,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70684408,0,0,0,18,-44,-88,0,0,0,6,41,-33,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70694356,0,0,0,18,-44,-88,0,0,0,6,41,-33,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70704429,0,0,0,26,-44,-96,0,0,0,7,49,-39,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70714410,0,0,0,28,-44,-102,0,0,0,7,52,-44,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70724404,0,0,0,29,-44,-108,0,0,0,8,56,-49,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70734382,0,0,0,29,-44,-108,0,0,0,8,56,-49,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70744417,0,0,0,29,-44,-118,0,0,0,9,61,-59,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70754396,0,0,0,30,-43,-124,0,0,0,9,63,-63,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70764430,0,0,0,29,-43,-127,0,0,0,10,66,-68,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70774369,0,0,0,29,-43,-127,0,0,0,10,66,-68,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70784396,0,0,0,27,-43,-137,0,0,0,11,70,-77,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70794423,0,0,0,27,-41,-138,0,0,0,11,72,-80,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70804416,0,0,0,27,-39,-141,0,0,0,11,73,-84,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70814391,0,0,0,27,-39,-141,0,0,0,11,73,-84,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70824450,0,0,0,30,-34,-147,0,0,0,12,77,-93,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70834395,0,0,0,31,-32,-151,0,0,0,12,79,-98,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70844354,0,0,0,32,-29,-154,0,0,0,12,81,-103,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70854403,0,0,0,32,-29,-154,0,0,0,12,81,-103,0,0,0,40,34,1517,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70864416,0,0,0,35,-24,-160,0,0,0,12,84,-112,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70874388,0,0,0,36,-22,-163,0,0,0,12,86,-116,0,0,0,40,34,1515,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70884450,0,0,0,37,-19,-165,0,0,0,12,88,-120,0,0,0,40,34,1515,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70894346,0,0,0,37,-19,-165,0,0,0,12,88,-120,0,0,0,40,34,1515,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70904397,0,0,0,38,-15,-170,0,0,0,11,91,-128,0,0,0,40,34,1516,1090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
