310095836,8,-54,-49,-76,13,41,-357,3301,-21819,-463,3273,-21794,-9,6,1687,-18,9,1677,1643000,-412,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,188,-3,-9734
310103907,8,-54,-49,-76,13,41,-357,3301,-21819,-463,3273,-21794,-9,6,1687,-18,9,1677,1643000,-412,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,185,-1,-9738
310115820,9,-53,-54,-78,9,41,-357,3301,-21819,-462,3270,-21792,-9,5,1687,-16,10,1677,1644000,-402,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,186,-2,-9741
310123875,10,-53,-57,-77,6,41,-357,3301,-21819,-461,3269,-21790,-8,5,1687,-16,10,1676,1644000,-397,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,184,0,-9743
310133956,11,-53,-58,-78,5,40,-357,3301,-21819,-461,3267,-21790,-8,4,1687,-15,10,1675,1644000,-392,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,183,-1,-9746
310143888,11,-53,-58,-78,5,40,-357,3301,-21819,-461,3267,-21790,-8,4,1687,-15,10,1675,1644000,-392,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,182,-3,-9750
310153921,12,-53,-60,-79,0,39,-357,3301,-21819,-461,3266,-21789,-7,4,1687,-14,12,1675,1644000,-383,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,182,-3,-9753
310164004,12,-53,-61,-77,-1,39,-357,3301,-21819,-461,3265,-21788,-7,4,1687,-14,13,1675,1645000,-378,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,185,-5,-9755
310173922,12,-53,-62,-77,-3,39,-357,3301,-21819,-461,3264,-21788,-7,4,1687,-14,14,1675,1645000,-373,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,183,-3,-9757
310183842,12,-53,-62,-77,-3,39,-357,3301,-21819,-461,3264,-21788,-7,4,1687,-14,14,1675,1645000,-373,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,185,-5,-9762
310195903,13,-53,-63,-77,-6,37,-357,3301,-21819,-461,3262,-21787,-6,4,1687,-13,15,1674,1645000,-364,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,181,-4,-9767
310203873,14,-53,-64,-78,-7,36,-357,3301,-21819,-461,3261,-21787,-6,4,1687,-13,16,1674,1645000,-359,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,184,-6,-9769
310215844,15,-49,-68,-76,-17,36,-357,3301,-21819,-451,3260,-21785,-4,4,1687,-12,17,1674,1645000,-355,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,184,-5,-9772
310223871,15,-49,-68,-76,-17,36,-357,3301,-21819,-451,3260,-21785,-4,4,1687,-12,17,1674,1645000,-355,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,185,-7,-9773
310233826,16,-46,-72,-75,-26,36,-357,3301,-21819,-445,3258,-21783,-1,4,1687,-12,18,1672,1646000,-345,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,187,-11,-9776
310243837,17,-45,-73,-76,-28,35,-357,3301,-21819,-444,3257,-21782,-1,4,1687,-12,19,1670,1646000,-341,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,186,-10,-9780
310253909,17,-45,-74,-75,-31,35,-357,3301,-21819,-444,3256,-21782,0,4,1687,-12,19,1670,1646000,-336,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,189,-13,-9782
310263797,17,-45,-74,-75,-31,35,-357,3301,-21819,-444,3256,-21782,0,4,1687,-12,19,1670,1646000,-336,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,189,-10,-9785
310273833,18,-45,-75,-74,-33,34,-357,3301,-21819,-443,3255,-21781,0,5,1687,-12,21,1668,1647000,-327,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,195,-11,-9785
310283820,19,-44,-76,-73,-35,33,-357,3301,-21819,-442,3254,-21781,0,5,1687,-12,22,1668,1647000,-323,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,197,-9,-9789
310295858,19,-44,-77,-72,-36,33,-357,3301,-21819,-442,3253,-21780,0,6,1687,-12,22,1668,1647000,-318,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,202,-11,-9791
